iter	RMSE
846	9853.414961
847	9843.689658
848	9843.41659
849	9839.593284
850	9835.343206
851	9829.908546
852	9824.544896
853	9817.75539
854	9816.314951
855	9808.722053
856	9802.122926
857	9801.05259
858	9799.298298
859	9795.639923
860	9790.74001
861	9789.035467
862	9784.993174
863	9784.360875
864	9780.23993
865	9778.885387
866	9778.618952
867	9768.738651
868	9761.73112
869	9751.540983
870	9749.438558
871	9747.036209
872	9743.841566
873	9743.602471
874	9739.937905
875	9735.003616
876	9734.45713
877	9734.191374
878	9731.704973
879	9729.633105
880	9728.046567
881	9722.111279
882	9721.859689
883	9721.599527
884	9717.089723
885	9713.432564
886	9710.108029
887	9708.979242
888	9702.143109
889	9697.366579
890	9692.735538
891	9684.992038
892	9683.743007
893	9683.01859
894	9675.798668
895	9670.641861
896	9666.879997
897	9662.629319
898	9655.251238
899	9654.812288
900	9649.318326
901	9640.905197
902	9637.96007
903	9634.53306
904	9629.844142
905	9626.535473
906	9626.26833
907	9625.971412
908	9623.646213
909	9623.027517
910	9619.493314
911	9615.398168
912	9614.866436
913	9610.108435
914	9607.594425
915	9607.331608
916	9601.435401
917	9601.196744
918	9597.293149
919	9594.015634
920	9590.323492
921	9590.088004
922	9586.829467
923	9581.48999
924	9577.748442
925	9575.867183
926	9571.438024
927	9569.367031
928	9564.916862
929	9561.754033
930	9558.942234
931	9549.020091
932	9543.783873
933	9540.446891
934	9540.179137
935	9539.148496
936	9535.69393
937	9531.096116
938	9530.790996
939	9527.882148
940	9527.403161
941	9522.937811
942	9517.018242
943	9513.636108
944	9510.057893
945	9503.196957
946	9499.442591
947	9490.512997
948	9489.375643
949	9489.049633
950	9485.014743
951	9479.985931
952	9477.309444
953	9474.41975
954	9471.397285
955	9465.244088
956	9465.018674
957	9463.197826
958	9460.487933
959	9455.529291
960	9452.629859
961	9448.665046
962	9446.160374
963	9439.069726
964	9435.173827
965	9434.952938
966	9432.620642
967	9429.581242
968	9426.932356
969	9416.441398
970	9408.255483
971	9402.316662
972	9399.396104
973	9394.663447
974	9390.624771
975	9385.903508
976	9383.396333
977	9372.574088
978	9369.517698
979	9367.785937
980	9366.865291
981	9361.170055
982	9359.458571
983	9357.82957
984	9355.071576
985	9354.14533
986	9349.357312
987	9344.945839
988	9341.522369
989	9341.299948
990	9332.892116
991	9328.313361
992	9327.221914
993	9323.409508
994	9321.339224
995	9315.869468
996	9315.650154
997	9313.307273
998	9308.476938
999	9305.87325
